Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,United States,USA,10.9029998779297,10.173999786377,9.57100009918213,11.2799997329712,12.7040004730225,13.2279996871948,12.5200004577637,12.2089996337891,11.0559997558594,11.3760004043579,14.1429996490479,19.8910007476807,20.6280002593994,18.6280002593994,17.5109996795654,16.9080009460449,14.4069995880127,12.6370000839233,11.3159999847412,10.1969995498657,9.29100036621094
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Vietnam,VNM,5.08900022506714,4.85599994659424,4.99300003051758,5.01399993896484,4.32399988174438,4.31400012969971,4.26599979400635,5.01300001144409,5.5789999961853,5.86100006103516,6.36899995803833,4.56500005722046,3.41499996185303,3.23600006103516,3.58800005912781,4.32000017166138,4.57100009918213,6.12599992752075,6.69500017166138,6.98999977111816,6.89300012588501
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Uzbekistan,UZB,22.6270008087158,22.6509990692139,20.6870002746582,18.8080005645752,17.4729995727539,15.8179998397827,13.7670001983643,11.8629999160767,10.0509996414185,8.57800006866455,8.39799976348877,8.68200016021729,9.26099967956543,8.60200023651123,8.47700023651123,8.51399993896484,8.95800018310547,9.13700008392334,9.23099994659424,9.03899955749512,9.57199954986572
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Zimbabwe,ZWE,15.5129995346069,14.0719995498657,12.4549999237061,10.9309997558594,9.76900005340576,8.35000038146973,6.86800003051758,6.73000001907349,6.43800020217896,6.51599979400635,6.82999992370605,7.22200012207031,7.22599983215332,7.49300003051758,7.9210000038147,8.00399971008301,7.90500020980835,7.8439998626709,7.63700008392334,7.30999994277954,7.36199998855591
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,"Yemen, Rep.",YEM,19.9820003509521,20.3509998321533,19.9969997406006,20.0860004425049,20.4389991760254,20.2670001983643,20.05299949646,19.7900009155273,19.4549999237061,18.9489994049072,18.9009990692139,20.7059993743896,21.2430000305176,22.0310001373291,22.3840007781982,23.0610008239746,23.4939994812012,24.6350002288818,23.8939990997314,23.443000793457,22.996000289917
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,"Korea, Rep.",KOR,18.878999710083,16.2399997711182,12.5950002670288,11.8610000610352,9.60400009155273,11.2569999694824,11.4540004730225,11.2639999389648,11.0979995727539,10.4750003814697,10.9569997787476,11.1540002822876,10.6870002746582,11.2810001373291,9.30700016021729,9.32100009918213,10.6800003051758,10.7600002288818,10.6510000228882,10.7309999465942,10.1909999847412
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Brunei Darussalam,BRN,15.9530000686646,16.0480003356934,16.0480003356934,16.117000579834,16.386999130249,16.69700050354,17.2259998321533,17.5540008544922,16.9249992370605,16.7339992523193,17.5930004119873,19.7259998321533,19.9479999542236,20.0330009460449,21.2029991149902,22.7280006408691,23.4109992980957,25.6480007171631,28.0520000457764,29.9729995727539,28.7360000610352
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Qatar,QAT,6.53999996185303,7.40799999237061,7.32800006866455,6.31099987030029,6.23099994659424,6.28299999237061,6.13800001144409,4.01800012588501,1.79900002479553,0.647000014781952,0.521000027656555,0.46000000834465,0.379000008106232,0.33500000834465,0.698000013828278,0.386000007390976,0.300999999046326,0.230000004172325,0.180999994277954,0.24099999666214,0.252999991178513
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,4.09479999542236,..,..,..,2.55150008201599,..,..,..,..,16.2852001190186,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Australia,AUS,15.315299987793,13.7452001571655,12.8937997817993,14.5937995910645,13.791600227356,12.6077995300293,11.8464002609253,10.8854999542236,10.5516004562378,9.47630023956299,9.01700019836426,12.4820995330811,11.9465999603271,11.9399995803833,12.4558000564575,13.0410995483398,14.1099004745483,14.2405996322632,13.8185997009277,13.6485996246338,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Argentina,ARG,..,..,..,..,..,..,25.6422996520996,22.8861999511719,19.665599822998,..,16.5280990600586,18.8377990722656,..,..,..,..,..,..,..,19.8635005950928,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Austria,AUT,7.40350008010864,5.54239988327026,6.91809988021851,..,7.66529989242554,8.03479957580566,12.3311004638672,11.6101999282837,9.83360004425049,9.25189971923828,8.43330001831055,11.2000999450684,9.56540012359619,8.80739974975586,9.55049991607666,9.37189960479736,10.6056003570557,11.0940999984741,12.1420001983643,10.7642002105713,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,2.47000002861023,..,2.60999989509583,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Azerbaijan,AZE,..,17.0400009155273,..,..,..,..,..,..,..,18.1599998474121,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Bangladesh,BGD,..,..,11.0500001907349,..,..,6.98999977111816,..,8,6.12109994888306,..,..,..,5.94899988174438,..,..,10.0796003341675,..,..,10.1099996566772,10.7807998657227,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Brazil,BRA,14.1501998901367,15.3854999542236,..,14.8966999053955,14.8229999542236,15.3219003677368,14.3360004425049,15.4828996658325,13.9569997787476,13.1191997528076,12.0284996032715,14.0017004013062,..,12.3027000427246,..,..,..,..,23.9290008544922,25.7406005859375,25.2754993438721
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Canada,CAN,16.5484008789063,15.3015003204346,13.8423004150391,14.5001001358032,15.3893003463745,15.3445997238159,14.9685001373291,14.1103000640869,12.8495998382568,12.2658004760742,13.0322999954224,18.3483009338379,17.2702007293701,16.0981006622314,16.0884990692139,15.1837997436523,14.9820995330811,15.0417995452881,14.8182001113892,13.2536001205444,12.5103998184204
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Colombia,COL,..,..,..,22.4529991149902,23.128999710083,21.1399993896484,20.9680004119873,18.5049991607666,..,17.8059997558594,18.1140003204346,18.443000793457,17.2021999359131,16.2152004241943,14.9976997375488,13.891900062561,13.9381999969482,12.4081001281738,13.5777997970581,13.7161998748779,14.7400999069214
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Denmark,DNK,6.70100021362305,9.46669960021973,6.50659990310669,7.32320022583008,8.82859992980957,..,8.46909999847412,8.64570045471191,7.88749980926514,7.63660001754761,7.4047999382019,13.2700004577637,16.0900993347168,15.6892995834351,14.7590999603271,14.274299621582,13.7412004470825,11.6094999313354,13.0880002975464,11.4090995788574,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Czech Republic,CZE,9.28260040283203,16.264799118042,17.4489002227783,16.4274005889893,15.7042999267578,16.1791000366211,21.4200000762939,19.3428993225098,16.6226997375488,10.5917997360229,9.83300018310547,16.6088008880615,18.2436008453369,18.1476993560791,19.8617992401123,18.6452007293701,15.0424995422363,11.315299987793,9.90880012512207,7.39400005340576,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,"Egypt, Arab Rep.",EGY,15.8100004196167,13.8500003814697,..,19.1499996185303,21.3899993896484,..,..,..,20.5699996948242,17.1599998474121,16.4897994995117,15.1118001937866,14.315299987793,22.2525005340576,27.9200000762939,28.6319007873535,27.225700378418,28.4720993041992,27.2201995849609,25.6683006286621,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,France,FRA,24.1420001983643,24.7390003204346,19.0013999938965,16.0051002502441,17.4748001098633,16.489200592041,19.74880027771,19.4601001739502,20.355899810791,18.3134994506836,18.532600402832,24.0349006652832,22.164400100708,21.3547992706299,24.0858993530273,23.7845993041992,25.1133003234863,25.7796993255615,25.0674991607666,23.141300201416,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Germany,DEU,10.8528995513916,9.89529991149902,9.49440002441406,..,11.1016998291016,13.6722002029419,15.3756999969482,16.7950000762939,14.7887001037598,12.6134004592896,11.0462999343872,12.4759998321533,10.7473001480103,9.19400024414063,8.68640041351318,8.46739959716797,8.34570026397705,7.89179992675781,7.84630012512207,7.59810018539429,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Hungary,HUN,17.1011009216309,13.5037002563477,13.6659002304077,11.5565996170044,12.3269996643066,13.4618997573853,14.5768003463745,19.632999420166,18.6487998962402,17.4099006652832,18.8736991882324,27.8533000946045,27.7581996917725,26.9722003936768,29.0734996795654,25.5925006866455,19.9764995574951,18.2833003997803,12.942099571228,9.71230030059814,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Iceland,ISL,6.31300020217896,3.47199988365173,5.01609992980957,5.6887001991272,9.52429962158203,12.680100440979,16.2465991973877,8.63119983673096,8.90149974822998,7.73010015487671,8.91199970245361,19.7439994812012,18.3708000183105,18.1515007019043,14.6948003768921,13.5541000366211,12.9314002990723,10.9328002929688,6.66120004653931,8.5871000289917,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,17.0442008972168,..,..,..,..,14.6416997909546,..,16.9799995422363,..,20.0900001525879,21.9899997711182,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,21.1800003051758,..,20.0499992370605,20.2199993133545,22.6900005340576,25.4599990844727,..,..,..,21.2800006866455,22.2900009155273,25.3799991607666,24.2299995422363,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Ireland,IRL,11.825400352478,8.6742000579834,6.22510004043579,6.50409984588623,8.81729984283447,9.02919960021973,8.89560031890869,9.0871000289917,9.00629997253418,10.2483997344971,16.4627990722656,31.5671997070313,34.7627983093262,36.1248016357422,37.4497985839844,30.343900680542,26.5856990814209,23.5494003295898,19.672700881958,16.0277996063232,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Israel,ISR,16.3780002593994,15.8979997634888,17.2609996795654,18.7049999237061,20.871000289917,22.1229991912842,19.5750007629395,17.0699996948242,17.3080005645752,15.3149995803833,11.9320001602173,15.539999961853,14.8229999542236,11.9209995269775,11.5970001220703,10.4300003051758,10.0959997177124,8.92500019073486,8.23600006103516,6.73799991607666,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Italy,ITA,30.2418003082275,28.6221008300781,28.3749008178711,24.8134994506836,23.7339992523193,23.6956996917725,21.021900177002,21.6187000274658,19.2432994842529,18.3589000701904,18.8465995788574,23.2068004608154,26.8871002197266,27.1144008636475,33.7452011108398,39.0162010192871,41.2873992919922,38.7853012084961,36.4589996337891,32.9875984191895,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Japan,JPN,8.39999961853027,10.1000003814697,10.1999998092651,10.6999998092651,11.1000003814697,11.6000003814697,10.8999996185303,9.89999961853027,8.80000019073486,8.30000019073486,7.90000009536743,10.1000003814697,10.3999996185303,8.91499996185303,8.69999980926514,7.59999990463257,7.09999990463257,5.90000009536743,5.69999980926514,4.69999980926514,4.09999990463257
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Kenya,KEN,..,15.9330997467041,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Kuwait,KWT,..,..,..,..,..,..,..,11.8400001525879,..,..,..,..,..,..,..,..,11.6000003814697,11.1000003814697,9.39000034332275,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Latvia,LVA,27.6149997711182,26.2402000427246,20.972900390625,24.2915000915527,25.2064990997314,16.1135005950928,15.5989999771118,12.8177003860474,11.9301996231079,10.9750995635986,14.0080003738403,36.4245986938477,37.3387985229492,31.3160991668701,27.7928009033203,21.8437004089355,19.3666000366211,18.0244998931885,21.3589992523193,18.2644996643066,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8199996948242,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,10.460000038147,10.3299999237061,11.5,11,9.0600004196167,9.51000022888184,8.72000026702881,8.63000011444092,9.90999984741211,9.82999992370605,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Maldives,MDV,..,..,3.99000000953674,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5200004577637,..,19.0648994445801,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Malta,MLT,..,..,13.1304998397827,20.3232002258301,16.497200012207,15.601300239563,18.8104000091553,16.2140007019043,16.4083995819092,14.9815998077393,13.1037998199463,16.1870994567871,14.4393997192383,13.733099937439,13.5249996185303,15.1519002914429,13.6857995986938,13.8579998016357,11.1597995758057,12.2477998733521,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Mexico,MEX,5.15399980545044,2.94700002670288,4.43400001525879,3.80599999427795,4.9539999961853,5.60720014572144,6.36299991607666,6.17409992218018,6.40740013122559,6.5528998374939,7.02400016784668,9.41180038452148,9.29650020599365,9.24870014190674,8.85019969940186,8.67749977111816,8.73700046539307,7.77430009841919,7.09700012207031,6.26999998092651,6.45749998092651
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,18.8397568952828,19.3041545481936,19.0804259366948,20.1064787313918,..,..,..,22.3940062382262,24.0909742512643,23.2422958763091,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Netherlands,NLD,8.27610015869141,6.62249994277954,4.69890022277832,4.22370004653931,4.33729982376099,6.67530012130737,7.8927001953125,8.04220008850098,6.07159996032715,5.63049983978271,5.36579990386963,7.12319993972778,8.82149982452393,10.4652996063232,11.7862997055054,13.4870004653931,12.381799697876,11.3291997909546,11.3781995773315,8.95930004119873,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,New Zealand,NZL,16.0330009460449,15.2270002365112,14.5410003662109,12.3090000152588,11.7930002212524,10.3287000656128,8.94900035858154,9.36200046539307,9.47700023651123,10.0349998474121,11.8269996643066,16.1940002441406,17.0620002746582,18.5240001678467,17.6259994506836,15.8909997940063,14.335000038147,13.7179002761841,13.0590000152588,12.378999710083,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Nepal,NPL,..,3.96000003814697,..,..,..,..,..,..,..,..,2.92440009117126,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,North America,NAC,11.5972543266397,10.7828429175628,10.1150405551003,11.7235766702724,13.0669526028691,13.5447420453294,12.8596493135385,12.5483733387757,11.3885412877287,11.6212105775356,14.2328772010717,19.9585462832689,20.4909986329284,18.4971436802769,17.2139593563237,16.8782538942838,14.5820146491132,12.988423615189,11.7591054173271,10.5923363852771,9.7934392399027
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Norway,NOR,12.7145004272461,13.0867004394531,10.8442001342773,12.2797002792358,13.8149003982544,12.3704996109009,13.9827995300293,12.234299659729,8.8641996383667,8.25100040435791,8.38799953460693,10.5277996063232,11.0010995864868,9.60340023040771,9.93859958648682,10.7315998077393,9.12769985198975,11.1789999008179,12.9820003509521,11.6702995300293,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.3199996948242,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Pakistan,PAK,8.77000045776367,..,11.1199998855591,..,12,..,10.9799995422363,..,1.02059996128082,0.897599995136261,0.91100001335144,1.19280004501343,1.33650004863739,1.81490004062653,..,6.04530000686646,4.02990007400513,5.65140008926392,..,..,8.15680027008057
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Poland,POL,19.5063991546631,27.9265003204346,34.2887001037598,38.0178985595703,..,40.2588996887207,38.9248008728027,35.719799041748,28.2970008850098,19.9724998474121,15.2454996109009,20.2098999023438,22.4176998138428,23.6383991241455,24.0835990905762,25.3812007904053,22.7168006896973,20.6555995941162,17.4447994232178,14.6063995361328,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Portugal,PRT,8.45040035247803,7.6793999671936,5.47889995574951,..,9.17980003356934,10.7869997024536,12.5914001464844,13.8666000366211,14.9097995758057,13.8065004348755,13.6000003814697,19.0774002075195,21.6450004577637,29.0161991119385,36.7485008239746,36.7489013671875,34.1804008483887,29.5830993652344,27.2327003479004,22.4027996063232,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Philippines,PHL,..,..,..,7.94490003585815,22.5699996948242,7.74160003662109,7.94589996337891,8.13430023193359,8.86960029602051,7.72130012512207,8.6314001083374,8.86460018157959,8.67790031433105,8.25069999694824,8.14659976959229,8.01430034637451,8.35760021209717,..,6.7778000831604,6.64029979705811,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Romania,ROU,16.6772003173828,18.7707996368408,19.3430004119873,18.0519008636475,..,19.169900894165,25.1368007659912,21.5536003112793,22.3262004852295,21.081600189209,18.8169994354248,21.2310009002686,22.1037998199463,24.0412006378174,22.2240009307861,23.1632995605469,23.5858993530273,20.5681991577148,19.860200881958,18.108699798584,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Russian Federation,RUS,26.7049999237061,22.4890003204346,19.5,17.0389995574951,14.4680004119873,16.5300006866455,16.0540008544922,14.4049997329712,15.7410001754761,14.460000038147,13.2089996337891,18.1240005493164,16.8162994384766,15.2333002090454,14.5391998291016,13.3520002365112,13.4292001724243,15.370400428772,15.8402996063232,15.7395000457764,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Saudi Arabia,SAU,..,21.4200000762939,23.0200004577637,24.3799991607666,25.1800003051758,..,..,..,29.6599998474121,25.5100002288818,24.0699996948242,23.5100002288818,..,23.9500007629395,19.9500007629395,21,21.2800006866455,19.6900005340576,17.3799991607666,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Singapore,SGP,..,..,6.40999984741211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Serbia,SRB,..,..,..,..,..,..,..,44.8800010681152,43.2400016784668,40.7400016784668,30.9668998718262,39.3004989624023,45.5028991699219,47.6271018981934,47.8714981079102,44.6026992797852,46.1204986572266,40.1164016723633,32.1766014099121,29.1809005737305,28.3111000061035
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,South Asia,SAS,..,..,9.12996224424168,..,..,..,..,8.55734631093251,..,..,..,..,7.56515481412303,..,9.42036797658307,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,South Africa,ZAF,..,..,49.5978012084961,52.3871002197266,55.0503005981445,56.9389991760254,50.5358009338379,49.9730987548828,48.6637001037598,46.9919013977051,41.7228012084961,45.092700958252,48.1012001037598,46.2547988891602,47.6360015869141,47.9777984619141,48.021800994873,46.3428993225098,48.6184005737305,48.9057006835938,49.1757011413574
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Spain,ESP,29.2663993835449,22.9237995147705,19.6280002593994,16.4120006561279,16.8192005157471,19.1585006713867,19.4437007904053,16.7166996002197,14.9918003082275,15.2232999801636,23.5855007171631,39.0632019042969,43.0802993774414,48.1525001525879,54.1239013671875,56.222900390625,53.4287986755371,48.6464996337891,44.0401992797852,39.5490989685059,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Sri Lanka,LKA,..,22.0499992370605,19.9400005340576,..,..,21.6499996185303,21.1800003051758,20.3999996185303,17.4599990844727,17.0699996948242,14.1899995803833,17.1000003814697,16.088399887085,12.5813999176025,13.9899997711182,15.0367002487183,15.749400138855,16.2749004364014,16.7688007354736,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Switzerland,CHE,4.70660018920898,6.54500007629395,5.79780006408691,5.75239992141724,7.14499998092651,8.28670024871826,8.03610038757324,8.45839977264404,7.92259979248047,6.8951997756958,6.66680002212524,7.97840023040771,7.78660011291504,7.5145001411438,8.63070011138916,8.71599960327148,8.63519954681396,9.23149967193604,8.75899982452393,8.1496000289917,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Sweden,SWE,18.0821990966797,17.0638999938965,10.8009996414185,12.703800201416,13.4119997024536,15.4716997146606,19.8090991973877,22.0051002502441,20.9668006896973,18.7724990844727,19.7219009399414,26.2600002288818,25.8547992706299,23.2901000976563,25.016300201416,24.7551002502441,24.2306003570557,21.2201995849609,20.5060997009277,18.7970008850098,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,16.7569999694824,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Thailand,THA,8.23361110687256,8.26110076904297,7.02338171005249,7.8600001335144,..,4.94999980926514,4.6399998664856,4.90999984741211,4.44000005722046,4.57000017166138,4.82999992370605,5.1399998664856,2.14939999580383,2.25,2.40000009536743,2.02539992332459,2.62220001220703,2.55909991264343,3.03010010719299,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Tanzania,TZA,..,..,..,5.78090000152588,..,..,..,..,5.41699981689453,..,..,..,..,5.80999994277954,..,4.51000022888184,3.1431999206543,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Turkey,TUR,14.9090003967285,15.6070003509521,13.6630001068115,17.1639995574951,20.3439998626709,21.4589996337891,20.4810009002686,19.5340003967285,15.9273996353149,17.104700088501,18.2674999237061,22.9342002868652,19.2196998596191,15.540599822998,14.5691003799438,15.4731998443604,16.6058006286621,16.4563007354736,17.2387008666992,17.7187004089355,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.76119995117188,1.98000001907349,..,..,..,12.7399997711182,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,United Kingdom,GBR,14.0015001296997,14.24880027771,13.4729995727539,11.7832002639771,12.8241996765137,13.0529003143311,11.6268997192383,14.3206996917725,15.6729001998901,15.8555002212524,17.0429000854492,21.8994998931885,21.9573001861572,23.7782001495361,23.9146995544434,23.0102005004883,18.9458999633789,16.1933002471924,14.7603998184204,13.4652996063232,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,6.53999996185303,..,..,..,..,..,..,..,..,..,..,..,6.041100025177,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,United States,USA,11.0633001327515,10.2975997924805,9.71640014648438,11.427300453186,12.8200998306274,13.354700088501,12.6386995315552,12.3859996795654,11.2358999252319,11.5537004470825,14.358699798584,20.1270999908447,20.8267002105713,18.7451992034912,17.3299999237061,17.0531997680664,14.540599822998,12.7760000228882,11.444899559021,10.3212995529175,9.51869964599609
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Vietnam,VNM,..,..,..,..,..,..,4.38000011444092,..,..,6.41559982299805,..,4.81850004196167,3.64059996604919,3.49449992179871,3.94039988517761,4.70510005950928,5.04360008239746,6.48010015487671,7.14379978179932,7.2947998046875,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,Zimbabwe,ZWE,..,17,..,..,..,..,7.13000011444092,..,..,..,..,..,..,7.7335000038147,..,..,11.6199998855591,..,..,..,..
