"name","style","abv","ibu","ounces"
"Sea Hag IPA (Current)","American IPA",0.062,0,12
"Rebirth Pale Ale","American Pale Ale (APA)",0.05,0,12
"Irish Channel Stout","American Stout",0.068,0,16
"MechaHopzilla","American Double / Imperial IPA",0.088,0,16
"Hopitoulas IPA","American IPA",0.065,0,16
"NOLA Brown Ale","English Dark Mild Ale",0.039,0,12
"NOLA Blonde Ale","American Blonde Ale",0.049,0,12
"Skylight","Dunkelweizen",0.056,20,12
"Kadigan","American Blonde Ale",0.056,30,12
"Dammit Jim!","American Amber / Red Ale",0.052,50,12
"Nut Brown Ale","English Brown Ale",0.054,0,12
"White Ale","Witbier",0.046,0,12
"Cream Ale","Cream Ale",0.042,35,12
"Green Head IPA","American IPA",0.072,0,12
"Plum Island Belgian White","Witbier",0.054,0,12
"Newburyport Pale Ale","American Pale Ale (APA)",0.055,0,12
"Marblehead","American Amber / Red Ale",0.055,0,16
"Jam Session","American Pale Ale (APA)",0.051,31,16
"Hop Drop 'N Roll IPA","American IPA",0.072,80,16
"Paleo IPA","English India Pale Ale (IPA)",0.06,0,12
"Buck Snort Stout","American Stout",0.061,0,12
"Station 33 Firehouse Red","Irish Red Ale",0.055,0,12
"Slimy Pebble Pils","German Pilsener",0.045,0,12
"Get Together","American IPA",0.045,50,16
"Maggie's Leap","Milk / Sweet Stout",0.049,26,16
"Wall's End","English Brown Ale",0.048,19,16
"Pumpion","Pumpkin Ale",0.06,38,16
"Stronghold","American Porter",0.06,25,16
"Parapet ESB","Extra Special / Strong Bitter (ESB)",0.056,47,16
"Blue Boots IPA","American IPA",0.069,0,16
"Hoppy Bitch IPA","American IPA",0.063,0,16
"Three Skulls Ale Pale Ale","American Pale Ale (APA)",0.063,42,16
"Walter's Premium Pilsener Beer","German Pilsener",0.045,0,12
"Floppin' Crappie","American Pale Wheat Ale",0.045,0,12
"Left of the Dial IPA","American IPA",0.043,0,12
"Notch Session Pils","Czech Pilsener",0.04,0,12
"O'Fallon Pumpkin Beer","Pumpkin Ale",0.055,0,12
"5 Day IPA","American IPA",0.061,66,12
"O'Fallon Wheach","Fruit / Vegetable Beer",0.051,7,12
"Watershed IPA","American IPA",0.067,70,12
"Oakshire Amber Ale","American Amber / Red Ale",0.054,24,12
"Overcast Espresso Stout","American Stout",0.058,27,12
"Watershed IPA (2013)","American IPA",0.067,70,12
"Lake Monster","Baltic Porter",0.082,25,16
"London Homesick Ale","English Bitter",0.049,27,12
"Luchesa Lager","Keller Bier / Zwickel Bier",0.048,35,12
"Slow Ride","American Pale Ale (APA)",0.048,35,12
"Occidental Hefeweizen","American Pale Wheat Ale",0.047,0,16
"Occidental Dunkel","Dunkelweizen",0.051,0,16
"Occidental Altbier","Altbier",0.05,0,16
"Occidental Kölsch","Kölsch",0.045,0,16
"Perpetual Darkness","Belgian Strong Dark Ale",0.092,72,12
"Clan Warrior","Scotch Ale / Wee Heavy",0.087,29,12
"Psycho Penguin Vanilla Porter","American Porter",0.054,36,12
"Heliocentric Hefeweizen","Hefeweizen",0.047,0,12
"Ghose Drifter Pale Ale","American Pale Ale (APA)",0.051,0,12
"Ghost Rider Pale Ale (2013)","American Pale Ale (APA)",0.051,0,12
"Helios Hefeweizen (2013)","Hefeweizen",0.047,0,12
"The Hole in Hadrian's Wall","Scottish Ale",0.095,19,16
"33 Select Brown Ale","American Brown Ale",0.065,26,16
"Midwest Charm Farmhouse Ale","Saison / Farmhouse Ale",0.06,29,16
"Boji Blue Pale Ale","American Pale Ale (APA)",0.05,45,16
"Winter Games Select #32 Stout","American Stout",0.057,26,16
"Boji Beach Golden Rye Ale","Rye Beer",0.05,23,16
"Hopsmith Pale Lager","American Pale Lager",0.06,0,16
"Falling Down Brown Ale","American Brown Ale",0.065,65,16
"Resolution Rye Stout","American Stout",0.068,0,16
"Plowshare Porter","American Porter",0.055,0,16
"Old Forge Pumpkin Ale","Pumpkin Ale",0.046,20,16
"Endless Sun Ale","American Pale Wheat Ale",0.045,0,16
"Celestial Blonde Ale","American Blonde Ale",0.065,0,16
"Overbite IPA","American IPA",0.075,0,16
"T-Rail Pale Ale","American Pale Ale (APA)",0.055,0,16
"Endless Summer Ale (2011)","American Pale Wheat Ale",0.048,0,16
"Clem's Gold","American Pale Lager",0.053,0,16
"Lizzy's Red","American Amber / Red Lager",0.055,0,16
"Orlison India Pale Lager","American Pale Lager",0.067,0,16
"Brünette","Euro Dark Lager",0.042,0,16
"Havanüther","Light Lager",0.041,0,16
"Lyric Ale","Saison / Farmhouse Ale",0.065,0,12
"Atalanta","Saison / Farmhouse Ale",0.053,0,12
"Pinner Throwback IPA","American IPA",0.049,35,12
"Centennial State Pale Ale","American Pale Ale (APA)",0.052,0,19.2
"Old Chub NITRO","Scotch Ale / Wee Heavy",0.08,0,16
"The CROWLER™",NA,NA,0,32
"CAN'D AID Foundation",NA,NA,0,12
"Icey.P.A.","American IPA",NA,0,16
"One Nut Brown","English Brown Ale",0.05,0,12
"Birth IPA","American IPA",NA,0,12
"Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12
"Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12
"Mama's Little Yella Pils","Czech Pilsener",0.053,35,19.2
"oSKAr the G'Rauch","American IPA",0.085,0,19.2
"oSKAr the G'Rauch","American IPA",0.085,0,16
"Dale's Pale Ale","American Pale Ale (APA)",0.065,65,19.2
"The Deuce","American Brown Ale",0.07,0,16
"Dale's Pale Ale (10 Year Anniversary)","American Pale Ale (APA)",0.065,65,12
"Dale's Pale Ale (2012)","American Pale Ale (APA)",0.065,65,12
"Gordon Imperial Red (2010)","American Double / Imperial IPA",0.087,85,12
"Dale's Pale Ale (2011)","American Pale Ale (APA)",0.065,65,12
"Dale's Pale Ale (2010)","American Pale Ale (APA)",0.065,65,12
"G'KNIGHT (16 oz.)","American Double / Imperial IPA",0.087,85,16
"15th Anniversary Abbey Ale (2012)","Belgian Dark Ale",0.09,0,16
"Chaka","Belgian Strong Pale Ale",0.08,0,16
"HGH (Home Grown Hops): Part Duh","American Strong Ale",0.08,70,12
"Deviant Dale's IPA","American Double / Imperial IPA",0.08,0,16
"One Hit Wonder","American Double / Imperial IPA",0.09,60,12
"G'KNIGHT (12 oz.)","American Double / Imperial IPA",0.087,85,12
"Ten Fidy Imperial Stout","Russian Imperial Stout",0.099,98,12
"Mama's Little Yella Pils","Czech Pilsener",0.053,35,12
"GUBNA Imperial IPA","American Double / Imperial IPA",0.099,100,12
"Old Chub","Scottish Ale",0.08,35,12
"Gordon Ale (2009)","American Double / Imperial IPA",0.087,85,12
"Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12
"Gordon (2005)","American Double / Imperial IPA",0.092,85,12
"Ten Fidy Imperial Stout (2008)","Russian Imperial Stout",0.095,98,12
"Ten Fidy Imperial Stout (2007)","Russian Imperial Stout",0.099,98,12
"Old Chub (2008)","Scottish Ale",0.08,35,12
"Old Chub (2004)","Scottish Ale",0.08,35,12
"Old Chub (2003)","Scottish Ale",0.08,35,12
"Dale's Pale Ale (2008)","American Pale Ale (APA)",0.065,65,12
"Dale's Pale Ale (2006)","American Pale Ale (APA)",0.065,65,12
"Dale's Pale Ale (2004)","American Pale Ale (APA)",0.065,65,12
"Dale's Pale Ale (2003)","American Pale Ale (APA)",0.065,65,12
"Dale's Pale Ale (2002)","American Pale Ale (APA)",0.065,65,12
"Leroy (2005)","American Brown Ale",0.052,0,12
"Gordon Beer (2006)","American Double / Imperial IPA",0.087,60,12
"G'KNIGHT","American Double / Imperial IPA",0.087,85,12
"Ten Fidy","Russian Imperial Stout",0.099,98,12
"Deviant Dale's IPA","American Double / Imperial IPA",0.08,85,16
"Old Chub","Scottish Ale",0.08,35,12
"Dale's Pale Ale","American Pale Ale (APA)",0.065,65,19.2
"Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12
"Fresh Slice White IPA","American White IPA",0.055,45,12
"Overgrown American Pale Ale","American Pale Ale (APA)",0.055,55,12
"Ozark American Pale Ale","American Pale Ale (APA)",0.04,39,12
"Hula Hoppie Session IPA","American IPA",0.048,0,12
"Dirty Hippie Dark Wheat","American Dark Wheat Ale",0.053,0,12
"Rustic Red","Irish Red Ale",0.052,23,16
"Stimulator Pale Ale","American Pale Ale (APA)",0.053,48,16
"Old Town Ale","Kölsch",0.045,22,16
"Car 21","English Bitter",0.044,28,16
"Cache La Porter","American Porter",0.05,24,16
"Rodeo Rye Pale Ale","American Pale Ale (APA)",0.042,35,12
"Outlaw IPA","American IPA",0.062,65,12
"North Fork Lager","American Pale Lager",0.044,0,12
"Payette Pale Ale","American Pale Ale (APA)",0.048,35,12
"Mutton Buster","American Brown Ale",0.055,25,12
"Side Kick Kölsch","Kölsch",0.05,0,12
"Fresh Cut Pilsner","American Pilsner",0.046,0,12
"Summer Session Ale","American Pale Wheat Ale",0.05,61,12
"Lobo Lito","Light Lager",0.04,12,12
"Robert Earl Keen Honey Pils","American Pilsner",0.05,17,12
"Mound Builder IPA","American IPA",0.065,77,12
"Amazon Princess IPA","American IPA",0.062,62,12
"Farmer's Daughter Wheat","American Pale Wheat Ale",0.042,0,12
"People's Pilsner","German Pilsener",0.045,0,12
"Hotbox Brown","American Brown Ale",0.055,10,12
"Gold","American Blonde Ale",0.048,15,12
"Black","American Black Ale",0.058,0,12
"98 Problems (Cuz A Hop Ain't One)","American IPA",0.065,65,12
"Veteran’s Pale Ale (VPA)","American Pale Ale (APA)",0.05,40,12
"Grapefruit IPA","American IPA",0.05,35,12
"Pete's ESP Lager (1998)","American Pale Lager",0.051,0,12
"Pete's Wicked Summer Brew (1995)","American Pale Wheat Ale",0.047,0,12
"Pete's Wicked Bohemian Pilsner (1997)","Czech Pilsener",0.049,0,12
"Pete's Wicked Pale Ale (1997)","American Pale Ale (APA)",NA,0,12
"Pete's Wicked Summer Brew (2002)","American Pale Wheat Ale",0.047,0,12
"Pete's Wicked Summer Brew (1997)","American Pale Wheat Ale",0.047,0,12
"Pete's Wicked Summer Brew (1996)","American Pale Wheat Ale",0.047,0,12
"Sparkle","American Pale Lager",0.041,12,16
"North 45 Amber Ale","American Amber / Red Ale",0.059,25,16
"Horny Monk","Dubbel",0.069,20,16
"Mind's Eye PA","American IPA",0.067,74,16
"Camelback","American IPA",0.061,60,12
"Local 5 Pale Ale","American Pale Ale (APA)",0.056,0,16
"Devils Head Red Ale","American Amber / Red Ale",0.073,0,16
"Elephant Rock IPA","American IPA",0.07,75,12
"Black Bay Milk Stout","Milk / Sweet Stout",0.05,0,12
"Atom Splitter Pale Ale","American Pale Ale (APA)",0.05,0,12
"Hot Date Ale","Chile Beer",0.06,20,16
"Masked Bandit IPA","American Black Ale",0.07,0,16
"Sweet Potato Ale","Fruit / Vegetable Beer",0.06,24,16
"Float Trip Ale","American Blonde Ale",0.045,18,16
"Old Tom Porter","American Porter",0.055,25,16
"Black Walnut Wheat","American Dark Wheat Ale",0.045,18,16
"McKinney Eddy Amber Ale","American Amber / Red Ale",0.055,20,16
"Missouri Mule India Pale Ale","American IPA",0.07,70,16
"Blood of the Unicorn","American Amber / Red Ale",0.065,0,16
"GreyBeard™ IPA","American IPA",0.069,51,12
"Pisgah Pale Ale","American Pale Ale (APA)",0.057,31,12
"PONTO S.I.P.A.","American IPA",0.045,0,16
"Chronic Ale","American Amber / Red Ale",0.049,0,16
"Swami's India Pale Ale","American IPA",0.068,0,16
"New Cleveland Palesner","American Pilsner",0.05,0,12
"Mazzie","American Pale Ale (APA)",0.054,45,12
"Big Chuck Barleywine","American Barleywine",0.099,0,12
"Ponderosa IPA","American IPA",NA,0,12
"Liquid Amber Ale","American Amber / Red Ale",NA,0,12
"Morning Wood Wheat (Current)","American Pale Wheat Ale",0.059,14,12
"Hideout Helles","Munich Helles Lager",0.069,17,12
"Dead Eye Dunkel","Munich Dunkel Lager",0.06,15,12
"Peacemaker Pilsner","Czech Pilsener",0.058,21,12
"Over the Rail Pale Ale","American Pale Ale (APA)",0.057,68,12
"Pallavicini Pilsner (2009)","Czech Pilsener",0.058,21,12
"Morning Wood Wheat (Current)","American Pale Wheat Ale",0.059,14,12
"Pyramid Hefeweizen (2011)","Hefeweizen",0.052,18,12
"Haywire Hefeweizen (2010)","Hefeweizen",0.052,18,16
"Golden Fleece","Belgian Pale Ale",0.045,35,12
"Smoking Mirror","American Porter",0.055,30,12
"Rahr's Blonde","Munich Helles Lager",0.046,0,12
"Pride of Texas Pale Ale","American Pale Ale (APA)",0.058,60,12
"18th Anniversary Gose","Gose",0.044,5,12
"White (2015)","Witbier",0.046,25,12
"BLAKKR","American Black Ale",0.099,85,12
"Firemans #4 Blonde Ale (2013)","American Blonde Ale",0.051,21,12
"The Sword Iron Swan Ale","English Pale Ale",0.059,0,12
"Hans' Pils (2015)","German Pilsener",0.053,52,12
"Four Squared (2015)","American Blonde Ale",0.06,50,12
"Firemans #4 Blonde Ale (2015)","American Blonde Ale",0.051,21,12
"Watership Brown Ale","American Brown Ale",0.072,55,12
"Gangway IPA","American IPA",0.062,55,12
"Long Day Lager","Czech Pilsener",0.049,0,12
"Farmer's Daughter Blonde","American Blonde Ale",0.051,17,16
"Pump House IPA","American IPA",0.055,45,16
"Suicide Blonde IPA","Belgian IPA",0.07,0,16
"Vanilla Porter","American Porter",0.047,25,16
"Honey Rye","Rye Beer",0.058,18,16
"Happy Cider","Cider",0.055,0,16
"Long Hammer IPA","American IPA",0.065,44,16
"Long Hammer IPA","American IPA",0.065,44,12
"Copper Hook (2011)","American Amber / Red Ale",0.058,27,12
"Nectar of the Hops","Mead",0.08,0,16
"Sunshine Nectar","Mead",0.08,0,16
"Black Raspberry Nectar","Mead",0.08,0,16
"Blood Orange Wit","Witbier",0.05,16,16
"Consilium","American Pale Ale (APA)",0.05,40,12
"Hammer & Sickle","Russian Imperial Stout",0.09,60,12
"Redacted Rye IPA","American IPA",0.07,100,16
"Elevation Triple India Pale Ale","American Double / Imperial IPA",0.099,100,12
"5:00 O'Clock Afternoon Ale","American Blonde Ale",0.05,25,16
"Ryeteous Rye IPA (2012)","American IPA",0.07,100,16
"Stout Ol' Friend","American Stout",0.064,0,16
"Stout Ol' Friend (2012)","American Stout",0.064,0,16
"Rye Porter","American Porter",NA,0,16
"Miner's Gold","American Blonde Ale",0.05,0,16
"Vienna Lager","Vienna Lager",0.046,0,16
"Jessie's Garage","American Pale Ale (APA)",0.056,0,16
"Colorado Red Ale","American Amber / Red Ale",0.062,0,12
"Miner's Gold","American Blonde Ale",NA,0,12
"Fist City","American Pale Ale (APA)",0.055,40,12
"A Little Crazy","Belgian Pale Ale",0.068,0,12
"Rosa Hibiscus Ale","Herbed / Spiced Beer",0.058,15,12
"Fistmas Ale","Herbed / Spiced Beer",0.061,31,12
"Oktoberfest Revolution","Märzen / Oktoberfest",0.057,25,12
"Eugene Porter","American Porter",0.068,28,12
"Anti-Hero IPA","American IPA",0.065,70,12
"Bottom Up Belgian Wit","Witbier",0.05,14,12
"Hustle","American Amber / Red Ale",0.057,42,12
"Pure Fury","American Pale Ale (APA)",0.055,42,12
"Dad","American Amber / Red Ale",0.06,60,12
"Panther","American Porter",0.058,35,12
"Franz","Märzen / Oktoberfest",0.052,21,12
"Zen","American Pale Ale (APA)",0.043,45,12
"Truth","American IPA",0.072,75,12
"Cougar","American Blonde Ale",0.048,25,12
"Smooth Operator","Cream Ale",0.038,0,16
"Gose","Gose",0.035,0,16
"Maine Island Trail Ale","American Pale Ale (APA)",0.043,0,16
"River North White Ale","Witbier",0.05,0,16
"River North Ale","American Amber / Red Ale",0.05,0,16
"Lil SIPA","American IPA",0.05,55,16
"Hop Bomber Rye Pale Ale","American Pale Ale (APA)",0.055,60,16
"Jah Mon","American IPA",0.05,100,12
"Oktoberfest","Märzen / Oktoberfest",0.062,0,12
"Headless Wylie","Pumpkin Ale",0.08,0,12
"Dayman IPA","American IPA",0.05,0,12
"All Aboard! Anniversary Stout","Oatmeal Stout",0.071,0,12
"Hop Lace","American White IPA",0.062,0,12
"OH-PA Session Pale Ale","American Pale Ale (APA)",0.048,0,12
"Patrick's Poison","American Amber / Red Ale",0.08,0,12
"Rudolph's Red","American Amber / Red Ale",0.081,0,12
"Babbling Blonde","American Blonde Ale",0.053,0,12
"Maxwell's Scottish Ale","Scottish Ale",0.051,0,12
"Grateful White","Witbier",0.061,0,12
"RT Lager","American Amber / Red Lager",0.055,0,12
"Old Wylie's IPA","American IPA",0.062,0,12
"Hala Kahiki Pineapple Beer","Fruit / Vegetable Beer",0.048,0,12
"Track 1 Amber Lager","American Amber / Red Lager",0.045,0,16
"Pine Knob Pilsner","Czech Pilsener",0.053,0,16
"Cal and Co. Black Cherry Porter","American Porter",NA,0,16
"Lazy Daze Lager","American Adjunct Lager",0.055,0,16
"Rochester Red Ale","American Amber / Red Ale",0.059,0,16
"Milkshake Stout","Milk / Sweet Stout",0.05,0,16
"Cornerstone IPA","American IPA",0.07,0,16
"Lazy Daze Lager","American Adjunct Lager",0.055,0,12
"Rogue American Amber Ale","American Amber / Red Ale",0.051,0,16
"12th Round","American Strong Ale",0.076,78,16
"RoughTail IPA","American IPA",0.07,80,16
"Polar Night Stout","American Stout",0.08,0,16
"Sundown","Saison / Farmhouse Ale",0.071,36,12
"Sanctified","Belgian Strong Pale Ale",0.099,0,12
"Fear of a Brett Planet","American Pale Ale (APA)",0.051,0,12
"Original Slacker Ale","English Brown Ale",0.056,40,12
"Alpha Blackback","American Black Ale",0.072,0,12
"Kiss Off IPA","American IPA",0.063,0,12
"Dog Days Summer Ale","Kölsch",0.045,28,12
"1881 California Red","American Amber / Red Ale",0.056,35,12
"CAPT Black IPA","American Black Ale",0.073,55,12
"Ruhstaller's Gilt Edge Lager Beer","American Amber / Red Lager",0.048,42,12
"CAPT Black IPA","American Black Ale",0.073,55,16
"1881 California Red Ale","American Amber / Red Ale",0.056,35,16
"Saint Archer White Ale","Witbier",0.05,15,12
"Saint Archer IPA","American IPA",0.068,66,12
"Saint Archer Pale Ale","American Pale Ale (APA)",0.052,40,12
"Saint Archer Blonde","Kölsch",0.048,22,12
"Sex Panther","American Porter",0.069,20,12
"Winter Warmer (Vault Series)","Winter Warmer",0.095,25,16
"Count Hopula (Vault Series)","American Double / Imperial IPA",0.091,99,16
"Oktoberfest","Märzen / Oktoberfest",0.055,0,12
"SunSpot Golden Ale","American Blonde Ale",0.05,15,12
"I.W.A. (2011)","American Pale Wheat Ale",0.06,0,12
"Supermonk I.P.A.","Belgian IPA",0.065,0,12
"Epicenter Amber Ale","American Amber / Red Ale",0.055,20,12
"SanTan HefeWeizen","Hefeweizen",0.05,15,12
"Hop Shock IPA","American IPA",0.07,85,12
"Sex Panther (2014)","American Porter",0.069,20,12
"Devil’s Ale","American Pale Ale (APA)",0.055,45,12
"Rail Slide Imperial Spiced Ale","Herbed / Spiced Beer",0.081,0,12
"Mr. Pineapple","Fruit / Vegetable Beer",0.05,20,12
"American Idiot Ale (2012)","American Pale Ale (APA)",0.055,45,12
"Hop Shock IPA (2010)","American IPA",0.07,85,12
"SanTan HefeWeizen (2010)","Hefeweizen",0.05,15,12
"Devil’s Ale (2010)","American Pale Ale (APA)",0.055,45,12
"Epicenter Amber Ale (2010)","American Amber / Red Ale",0.055,20,12
"Sanitas Saison Ale","Saison / Farmhouse Ale",0.058,20,12
"Sanitas Black IPA","American Black Ale",0.068,65,12
"Giant DIPA","American Double / Imperial IPA",0.089,88,16
"Dread Brown Ale","American Brown Ale",0.054,0,12
"Casinos IPA","English India Pale Ale (IPA)",0.07,0,16
"Saison 88","Saison / Farmhouse Ale",0.055,30,12
"Black IPA","American Black Ale",0.071,95,12
"Santa Fe Irish Red Ale","Irish Red Ale",0.045,0,12
"Santa Fe Oktoberfest","Märzen / Oktoberfest",NA,0,12
"Imperial Java Stout","Russian Imperial Stout",0.08,0,12
"Freestyle Pilsner","German Pilsener",0.055,0,12
"Happy Camper IPA","American IPA",0.066,0,12
"Oval Beach Blonde Ale","American Blonde Ale",0.05,11,16
"Oak Aged Cider","Cider",0.065,0,12
"Ginger Cider","Cider",0.065,0,12
"Schilling Hard Cider","Cider",0.065,0,12
"Schlafly Yakima Wheat Ale","American Pale Wheat Ale",0.05,45,12
"Schlafly Black Lager","Schwarzbier",0.05,0,12
"Schlafly IPA","American IPA",0.045,30,12
"Schlafly American Brown Ale","American Brown Ale",0.05,30,12
"Schlafly Hefeweizen","Hefeweizen",0.041,16,12
"Schlafly Summer Lager","Munich Helles Lager",0.045,17,12
"Sea Dog Wild Blueberry Wheat Ale","Fruit / Vegetable Beer",0.047,0,12
"Blur India Pale Ale","American IPA",0.074,60,12
"Dry Cider","Cider",0.065,0,16
"Dry Hard Cider","Cider",0.065,0,16
"Frankenlou's IPA","American IPA",0.07,105,16
"Becky's Black Cat Porter","American Porter",0.07,55,16
"Seventh Son of a Seventh Son","American Strong Ale",0.077,40,16
"Stone Fort Brown Ale","English Brown Ale",0.053,20,16
"Seventh Son Hopped Red Ale","American Amber / Red Ale",0.077,40,16
"Humulus Nimbus Super Pale Ale","American Pale Ale (APA)",0.06,53,16
"Golden Ratio IPA","American IPA",0.07,68,16
"Black Hop IPA","American Black Ale",0.068,0,12
"Archer's Ale (2004)","English Pale Ale",0.05,0,12
"Monkey Fist IPA","American IPA",0.069,65,12
"Shipyard Summer Ale","American Pale Wheat Ale",0.051,0,12
"Pumpkinhead Ale","Pumpkin Ale",0.047,0,12
"Shipyard Export","American Blonde Ale",0.051,0,12
"Nooner","German Pilsener",0.052,0,12
"Torpedo","American IPA",0.072,65,12
"Yonder Bock","Maibock / Helles Bock",0.06,0,12
"CANfusion Rye Bock","Rye Beer",0.06,0,12
"Sierra Nevada Pale Ale","American Pale Ale (APA)",0.056,37,16
"Old Chico Crystal Wheat","American Pale Wheat Ale",0.048,26,12
"Summerfest","Czech Pilsener",0.05,28,12
"Torpedo","American IPA",0.072,65,16
"Sierra Nevada Pale Ale","American Pale Ale (APA)",0.056,37,12
"Sietsema Red Label","Cider",0.069,0,16
"Bear Ass Brown","American Brown Ale",0.042,0,12
"Red Mountain Ale","American Amber / Red Ale",0.06,0,12
"Ice Pick Ale","American IPA",0.068,0,12
"4Beans","Baltic Porter",0.1,52,12
"Jammer","Gose",0.042,16,12
"Abigale","Belgian Pale Ale",0.08,0,12
"Rad","Fruit / Vegetable Beer",0.032,7,16
"Bengali","American IPA",0.065,62,24
"Sensi Harvest","American Pale Ale (APA)",0.047,50,12
"Hi-Res","American Double / Imperial IPA",0.099,111,12
"Global Warmer","American Strong Ale",0.07,70,12
"Autumnation (2013)","American IPA",0.067,74,16
"The Crisp","German Pilsener",0.054,42,16
"Sweet Action","Cream Ale",0.052,34,16
"Righteous Ale","Rye Beer",0.063,57,16
"Bengali Tiger","American IPA",0.064,62,16
"3Beans","Baltic Porter",0.099,85,12
"Brownstone","American Brown Ale",0.059,47,16
"Apollo","American Pale Wheat Ale",0.052,11,16
"Harbinger","Saison / Farmhouse Ale",0.049,35,16
"Resin","American Double / Imperial IPA",0.091,103,12
"Diesel","American Stout",0.063,69,16
"Autumnation (2011-12) (2011)","Pumpkin Ale",0.06,48,16
"The Crisp (2011)","German Pilsener",0.054,42,16
"Sweet Action (2011)","Cream Ale",0.052,34,16
"Righteous Ale (2011)","Rye Beer",0.063,57,16
"Bengali Tiger (2011)","American IPA",0.064,62,16
"Rudie Session IPA","American IPA",0.045,0,12
"Taster's Choice","Doppelbock",0.074,0,12
"Modus Hoperandi","American IPA",0.068,65,12
"Estival Cream Stout","American Stout",0.058,15,12
"Vernal Minthe Stout","American Stout",0.058,0,12
"Hibernal Vinifera Stout","Foreign / Export Stout",0.08,0,12
"Autumnal Molé Stout","American Stout",NA,0,12
"Mexican Logger","American Pale Lager",0.042,18,12
"True Blonde Ale","American Blonde Ale",0.053,0,12
"Euphoria Pale Ale","American Pale Ale (APA)",0.061,0,12
"ESB Special Ale","Extra Special / Strong Bitter (ESB)",0.057,58,12
"Modus Hoperandi","American IPA",0.068,65,12
"Iron Butt Red Ale","American Amber / Red Ale",0.058,39,12
"Initial Point India Pale Ale","American IPA",0.071,92,12
"Monkey Dancing On A Razor Blade","Belgian IPA",0.085,0,24
"Tripel Deke","Tripel",0.082,0,24
"Urban Wilderness Pale Ale","English Pale Ale",0.049,0,12
"Homefront IPA","American IPA",0.06,70,12
"Sly Fox Christmas Ale 2013","Winter Warmer",0.055,16,12
"Grisette","Grisette",0.056,25,12
"360° India Pale Ale","American IPA",0.062,0,12
"Helles Golden Lager","Munich Helles Lager",0.049,18,12
"Sly Fox Christmas Ale 2012 (2012)","Winter Warmer",0.055,16,12
"Odyssey Imperial IPA","American Double / Imperial IPA",0.084,90,12
"Oktoberfest Lager","Märzen / Oktoberfest",0.058,25,12
"113 IPA","American IPA",0.07,113,12
"Dunkel Lager","Munich Dunkel Lager",0.053,21,12
"Royal Weisse Ale","Hefeweizen",0.056,11,12
"Pikeland Pils","German Pilsener",0.049,44,12
"Phoenix Pale Ale","American Pale Ale (APA)",0.051,40,12
"Rule G IPA","American IPA",0.07,88,12
"Murphy's Law","American Amber / Red Ale",0.058,35,12
"Alter Ego","Saison / Farmhouse Ale",0.062,33,12
"Monarch Pilsner","American Pilsner",0.05,0,12
"Snow King Pale Ale","American Pale Ale (APA)",0.06,55,12
"Zonker Stout","Foreign / Export Stout",0.054,36,12
"OB-1 Organic Ale","English Brown Ale",0.05,22,12
"Snake River Lager","Vienna Lager",0.05,18,12
"Snake River Pale Ale","American Pale Ale (APA)",0.052,32,12
"Pako’s EyePA","American IPA",0.068,60,12
"Thanksgiving Ale","Kölsch",0.05,0,12
"Double Dagger Imperial IPA","American Double / Imperial IPA",0.092,0,12
"Dagger Falls IPA","American IPA",0.063,100,12
"Dagger Falls IPA","American IPA",0.063,100,12
"Socktoberfest","Märzen / Oktoberfest",0.06,0,16
"Hopnoxious Imperial IPA","American Double / Imperial IPA",0.079,0,12
"Barrel Aged Seven Devils Imperial Stout","American Double / Imperial Stout",0.099,0,12
"Boise Co-Op Two Score Ale","Saison / Farmhouse Ale",0.055,0,16
"Sockeye Belgian Style Summer Ale","Witbier",0.05,0,16
"Sockeye Maibock","Maibock / Helles Bock",0.064,0,12
"Old Devil's Tooth","American Barleywine",0.099,100,12
"Galena Golden","American Blonde Ale",0.043,0,12
"Hell-Diver Pale Ale","American Pale Ale (APA)",0.052,32,12
"Woolybugger Wheat","American Pale Wheat Ale",0.046,12,12
"Power House Porter","American Porter",0.057,0,12
"Winterfest","American Strong Ale",0.084,90,16
"Dagger Falls IPA","American IPA",0.063,100,12
"LuckenBock","Bock",0.07,18,16
"Texas Pale Ale (TPA)","American IPA",0.055,40,16
"6 String Saison","Saison / Farmhouse Ale",0.08,0,16
"Kol' Beer","Kölsch",0.05,22,16
"Montauk Light","Light Lager",0.035,0,12
"Na Zdraví Pilsner","Czech Pilsener",0.048,32,16
"Nice Rack IPA","American IPA",0.055,65,16
"2014 IPA Cicada Series","American IPA",0.075,72,16
"Sinister Minister Black IPA","American IPA",0.077,65,16
"Jack the Sipper","Extra Special / Strong Bitter (ESB)",0.053,45,12
"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",0.058,60,12
"Suzy B Dirty Blonde Ale","American Blonde Ale",0.05,20,12
"Mississippi Fire Ant","American Amber / Red Ale",0.08,80,16
"Hipster Breakfast","Oatmeal Stout",0.058,40,16
"Suzy B Dirty Blonde Ale","American Blonde Ale",0.05,20,16
"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",0.058,60,16
"Pine Belt Pale Ale","American Pale Ale (APA)",0.065,45,12
"Walloon","Saison / Farmhouse Ale",0.055,0,12
"Le Mort Vivant","Bière de Garde",0.069,23,12
